idade_usuario,salario_usuario,moradia_usuario,tempo_trabalho_usuario,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_emprestimo,status_emprestimo,renda_percentual_emprestimo,status_inadimplencia,tempo_credito
31,70000,Hipotecada,11,Educacao,A,2000,7.4,0,0.03,N,7
28,87950,Hipotecada,12,Pessoal,B,24000,10.75,0,0.27,N,7
38,18000,Alugada,4,Pessoal,C,3000,13.23,1,0.17,N,17
22,110000,Hipotecada,2,Empreendimento,B,9000,11.11,0,0.08,N,4
45,38268,Hipotecada,14,Pessoal,B,8400,12.18,0,0.22,N,11
22,75000,Hipotecada,4,Educacao,C,15000,13.61,0,0.2,N,4
30,43200,Hipotecada,14,Pessoal,B,5000,11.36,0,0.12,N,9
26,37000,Alugada,2,Empreendimento,A,2500,7.14,0,0.07,N,3
27,72000,Alugada,6,Empreendimento,A,20000,8.9,0,0.28,N,5
27,150000,Hipotecada,1,Empreendimento,B,12000,11.89,0,0.08,N,5
23,46000,Alugada,1,Educacao,A,7000,7.4,0,0.15,N,4
22,95000,Hipotecada,1,Educacao,C,7200,12.23,0,0.08,Y,4
31,50000,Hipotecada,5,Empreendimento,A,2000,6.39,0,0.04,N,7
23,21000,Alugada,3,Pessoal,,7600,NULL,1,0.17,Y,8
22,63800,Hipotecada,7,"Pagamento de Débitos",B,25000,11.36,0,0.39,N,4
23,87550,Alugada,7,Medico,A,18000,7.51,1,0.17,N,3
25,47000,Alugada,9,"Melhoria do lar",D,19750,15.7,1,0.42,N,4
24,78000,Alugada,1,"Pagamento de Débitos",B,3500,11.83,1,0.04,N,3
24,30000,Propria,7,"Melhoria do lar",C,10000,12.61,0,0.33,Y,2
23,24000,Alugada,1,Empreendimento,B,14075,NULL,1,0.59,N,3
24,44000,Alugada,1,Empreendimento,D,10000,NULL,1,0.23,Y,3
22,45000,Alugada,6,"Pagamento de Débitos",B,16000,10.59,1,0.36,N,4
23,48000,Alugada,3,"Pagamento de Débitos",A,8000,8.49,0,0.17,N,2
41,90000,Hipotecada,4,Empreendimento,C,15000,13.49,0,0.17,N,15
23,115000,Hipotecada,3,Educacao,B,10000,10.59,0,0.09,N,2
39,23500,Alugada,14,Pessoal,D,5850,15.2,0,0.25,N,12
24,57600,Alugada,8,Educacao,C,2500,14.72,0,0.04,Y,3
27,44630,Propria,10,Medico,B,10825,10.99,0,0.24,N,8
24,30000,Alugada,8,Medico,B,3000,11.86,0,0.1,N,4
22,85500,Hipotecada,3,Empreendimento,D,18000,NULL,0,0.21,N,4
27,28800,Alugada,0,Educacao,A,3000,7.88,1,0.1,N,7
27,22800,Hipotecada,11,Medico,B,2500,10.99,0,0.11,N,10
22,44172,Alugada,4,Pessoal,B,15000,10.37,1,0.34,N,3
24,85000,Hipotecada,8,Educacao,B,20000,11.11,0,0.24,N,4
21,57192,Hipotecada,0,Medico,A,8000,7.49,0,0.14,N,3
26,53000,Propria,8,Pessoal,B,16000,10.25,0,0.3,N,2
26,40000,Alugada,1,Medico,C,5000,14.26,0,0.13,Y,2
25,94000,Hipotecada,5,Medico,B,20000,NULL,0,0.21,N,4
24,89000,Propria,7,"Melhoria do lar",D,15000,17.58,0,0.17,N,4
24,62400,Hipotecada,8,,A,1500,NULL,0,0.03,Y,2
25,62050,Hipotecada,4,Medico,D,5400,15.21,1,0.07,Y,3
23,75000,Propria,5,Empreendimento,A,10000,6.92,0,0.13,N,2
22,84000,Hipotecada,6,Pessoal,B,3900,11.71,0,0.05,N,4
36,37000,Hipotecada,5,Medico,E,3000,18.39,1,0.08,Y,15
24,67200,Alugada,4,Educacao,B,5000,NULL,0,0.07,N,4
26,41400,Alugada,5,Medico,B,7300,9.45,0,0.18,N,2
33,25200,Alugada,3,Medico,E,1600,16.69,1,0.06,N,6
29,27840,Alugada,0,Pessoal,E,8575,19.42,1,0.31,N,8
23,30000,Alugada,7,Educacao,B,3600,9.7,0,0.12,N,3
35,98320,Hipotecada,15,Pessoal,B,10425,11.49,0,0.11,N,9
37,48000,Propria,8,Pessoal,A,2500,6.03,0,0.05,N,11
27,146000,Hipotecada,5,Medico,A,2500,8.49,0,0.02,N,5
25,144996,Hipotecada,2,Educacao,E,25000,16.35,0,0.17,Y,2
25,23387,Alugada,2,Pessoal,A,10000,7.51,1,0.43,N,4
22,35000,Alugada,2,Empreendimento,C,4500,14.27,0,0.13,Y,2
28,38000,Hipotecada,5,Empreendimento,A,8400,7.51,0,0.22,N,7
46,30000,Alugada,15,"Pagamento de Débitos",C,10000,13.49,1,0.33,N,12
28,50000,Hipotecada,3,"Pagamento de Débitos",A,5000,7.74,0,0.1,N,6
23,67700,,7,Educacao,,2700,11.86,0,0.02,N,2
22,54000,Alugada,6,Educacao,C,10000,13.79,1,0.19,N,4
25,35004,Alugada,3,Pessoal,A,5000,8.94,0,0.14,N,2
24,31200,Alugada,3,Pessoal,C,2000,14.65,0,0.06,Y,2
39,65000,Hipotecada,17,Educacao,A,15000,7.9,0,0.23,N,14
23,65000,Alugada,0,Medico,A,15000,7.88,0,0.23,N,3
22,50000,Propria,6,Empreendimento,A,6400,6.92,0,0.13,N,4
24,95000,Alugada,3,"Pagamento de Débitos",A,18000,8.49,0,0.19,N,4
21,18000,Alugada,1,Pessoal,A,3200,8.49,1,0.18,N,3
32,44500,Propria,3,Educacao,A,15000,7.51,0,0.34,N,5
28,61000,Alugada,9,Pessoal,B,25000,9.91,1,0.41,N,7
24,38000,Alugada,0,Empreendimento,B,12000,11.89,1,0.32,N,3
23,48000,Alugada,0,Medico,D,20000,14.96,1,0.42,N,3
24,80004,Propria,3,"Melhoria do lar",C,2425,15.27,0,0.03,Y,4
27,75000,Alugada,2,Educacao,C,8000,13.49,0,0.11,Y,5
25,35500,Alugada,5,Medico,B,4000,10.99,0,0.11,N,3
26,65000,Alugada,0,"Melhoria do lar",C,4800,13.72,0,0.07,N,2
33,48000,Hipotecada,2,"Melhoria do lar",A,7500,8,0,0.16,N,10
22,30000,Propria,5,Pessoal,B,3000,10.36,0,0.1,N,2
30,62000,Alugada,14,Medico,B,12000,11.71,0,0.19,N,9
21,43000,Alugada,NULL,Empreendimento,D,17525,12.72,0,0.12,,7
22,108000,Alugada,6,Educacao,B,28000,NULL,1,0.26,N,4
25,44000,Alugada,9,Medico,C,10000,12.68,0,0.23,Y,4
41,24000,Propria,3,Educacao,C,4500,12.99,0,0.19,Y,14
25,84000,Hipotecada,4,"Pagamento de Débitos",A,8500,6.62,0,0.1,N,4
26,60000,Hipotecada,10,Pessoal,A,1200,7.4,0,0.02,N,4
21,30000,Alugada,2,Medico,A,4150,6.76,0,0.14,N,3
31,125000,Propria,5,Medico,A,30000,7.51,0,0.24,N,9
24,37004,Alugada,2,Empreendimento,D,5500,15.05,1,0.15,N,4
43,350000,Hipotecada,3,Pessoal,B,18000,11.49,0,0.05,N,14
24,70000,Hipotecada,8,Medico,B,1600,10.99,0,0.02,N,3
30,30000,Alugada,1,Pessoal,B,14500,NULL,1,0.48,N,8
25,65000,Hipotecada,9,Pessoal,A,5000,7.29,0,0.08,N,4
39,20400,Alugada,3,Medico,C,6000,15.27,0,0.29,Y,13
26,26400,Propria,8,,A,17000,7.88,1,NULL,N,6
32,45000,Alugada,3,Educacao,C,3000,12.61,0,0.07,Y,8
24,113000,Hipotecada,5,Educacao,B,17950,11.99,0,0.16,N,4
69,24000,Alugada,3,Medico,A,6000,6.62,0,0.25,N,20
27,39996,Alugada,3,Pessoal,D,10000,15.37,0,0.25,Y,8
31,24000,Alugada,3,Educacao,A,6000,8.49,0,0.25,N,5
29,101000,Propria,6,"Melhoria do lar",B,12000,12.18,0,0.12,N,8
29,63755,Hipotecada,14,Medico,C,3000,NULL,0,0.05,Y,10
46,57359,Hipotecada,3,"Pagamento de Débitos",A,9000,6.92,0,0.16,N,14
28,72000,Hipotecada,9,"Melhoria do lar",B,18000,11.89,0,0.25,N,8
26,30576,Hipotecada,10,Medico,D,3000,14.46,1,0.1,Y,2
23,24000,Propria,7,Educacao,A,5000,7.49,0,0.21,N,2
24,49000,Hipotecada,2,Empreendimento,D,7000,13.17,0,0.14,Y,4
27,26400,Alugada,1,Medico,C,2000,13.61,0,0.08,N,10
25,24000,Alugada,2,Medico,A,10625,6.03,1,0.44,N,2
24,114000,Hipotecada,2,"Pagamento de Débitos",B,15000,9.76,0,0.13,N,3
34,120000,Propria,4,Empreendimento,B,7800,10.99,0,0.07,N,9
28,34000,Alugada,1,Empreendimento,B,4800,11.49,0,0.14,N,7
23,55000,Hipotecada,2,Educacao,A,7000,8.59,0,0.13,N,2
24,50700,Hipotecada,8,Educacao,A,4500,8.9,0,0.09,N,4
29,46000,Hipotecada,3,"Melhoria do lar",C,7500,14.35,0,0.16,Y,5
22,32004,Propria,0,Educacao,A,6600,9.07,0,0.21,N,3
23,35000,Hipotecada,7,Educacao,F,15000,18.43,0,0.43,Y,2
25,96000,Alugada,9,"Melhoria do lar",A,7075,5.99,0,0.07,N,4
27,180000,Alugada,4,Pessoal,B,8000,10.37,0,0.04,N,5
28,90700,Hipotecada,11,"Melhoria do lar",A,20000,6.91,0,0.22,N,8
24,65000,Alugada,4,Educacao,D,21250,15.95,1,0.33,Y,4
32,28800,Alugada,4,Pessoal,E,14500,16.7,1,0.5,N,10
27,40000,Alugada,4,Educacao,A,2500,6.99,0,0.06,N,5
22,81600,Hipotecada,6,Pessoal,A,1300,6.39,0,0.02,N,3
26,27000,Alugada,9,"Pagamento de Débitos",A,11000,8.9,1,0.41,N,3
35,70360,Alugada,8,Educacao,A,10000,6.62,0,0.14,N,5
31,72250,Outros,6,Medico,F,25000,17.03,1,0.29,Y,5
23,73500,Alugada,3,Pessoal,B,15000,11.89,0,0.2,N,3
30,73000,Alugada,15,Pessoal,B,5500,9.99,0,0.08,N,5
23,48000,Alugada,2,Educacao,B,16000,10,1,0.33,N,4
29,32000,Hipotecada,13,"Melhoria do lar",A,8000,5.99,0,0.25,N,7
24,39996,Alugada,1,Medico,B,16000,10.71,1,0.4,N,2
25,39000,Alugada,9,Medico,D,7500,15.62,1,0.19,Y,2
27,56253,Alugada,11,Empreendimento,B,10000,11.36,0,0.18,N,8
33,51000,Hipotecada,12,Medico,A,7200,6.76,0,0.14,N,5
28,39000,Alugada,6,Medico,D,8000,14.91,1,0.21,Y,7
27,38400,Alugada,6,Medico,B,5000,9.88,0,0.13,N,10
27,55812,Alugada,3,"Pagamento de Débitos",A,10000,6.54,0,0.18,N,10
39,65000,Hipotecada,3,Educacao,D,6000,15.62,0,0.09,Y,14
25,19000,Alugada,0,"Pagamento de Débitos",C,750,12.29,0,0.04,Y,4
22,28000,Hipotecada,NULL,"Pagamento de Débitos",B,7000,11.49,NULL,0.11,N,15
22,60350,Hipotecada,6,Medico,D,35000,16.89,1,0.49,N,3
22,50000,Hipotecada,0,"Pagamento de Débitos",A,12800,5.79,0,0.26,N,2
24,60000,Hipotecada,8,Empreendimento,A,2800,9.32,0,0.05,N,4
23,30000,Alugada,3,Pessoal,A,3600,5.99,0,0.12,N,2
23,45000,Alugada,1,"Pagamento de Débitos",C,2000,13.49,0,0.04,N,2
22,86000,Alugada,6,Medico,A,6000,5.42,0,0.07,N,3
45,34800,Alugada,6,Medico,C,4000,13.49,0,0.11,N,15
25,55000,Hipotecada,9,"Pagamento de Débitos",A,17000,6.91,0,0.31,N,4
25,35000,Alugada,5,Empreendimento,B,9600,9.91,0,0.27,N,2
33,30000,Alugada,0,"Pagamento de Débitos",A,6500,8.49,0,0.22,N,10
24,36000,Alugada,7,"Pagamento de Débitos",A,13000,7.29,1,0.36,N,3
22,54000,Alugada,4,"Pagamento de Débitos",C,9000,15.96,0,0.17,Y,3
22,45000,Alugada,1,Empreendimento,E,10000,NULL,1,0.22,N,2
29,92250,Alugada,2,Medico,B,13000,10.99,0,0.14,N,9
23,38400,Alugada,5,Educacao,B,13000,11.71,1,0.34,N,3
27,12000,Propria,0,Educacao,D,8125,14.42,1,0.68,Y,5
23,96000,Alugada,1,Medico,C,20000,13.04,0,0.21,N,3
34,60353,Alugada,13,Pessoal,B,8500,10.65,0,0.14,N,8
25,60000,Hipotecada,6,Empreendimento,D,8400,16.89,0,0.14,N,3
32,140000,Hipotecada,9,Educacao,A,11000,5.42,0,0.08,N,8
39,60000,Alugada,2,"Pagamento de Débitos",C,6000,15.27,0,0.1,N,14
29,52000,Hipotecada,6,Empreendimento,D,12000,15.65,0,0.23,N,8
21,18000,,NULL,"Pagamento de Débitos",C,12000,NULL,0,0.19,N,16
23,54000,Alugada,7,Medico,C,9500,14.65,0,0.18,N,2
23,40000,Propria,NULL,Empreendimento,A,7500,5.42,0,0.19,N,2
40,142000,Hipotecada,2,Pessoal,D,25000,15.31,0,0.18,N,14
30,70000,Alugada,3,"Pagamento de Débitos",C,7200,NULL,0,0.1,Y,10
44,109000,Hipotecada,17,Medico,C,12800,13.79,0,0.12,Y,12
25,180488,Hipotecada,9,"Melhoria do lar",C,24000,12.87,0,0.13,N,2
53,95000,Propria,24,Pessoal,A,6000,5.42,0,0.06,N,30
40,110000,Hipotecada,14,Pessoal,B,5000,11.49,0,0.05,N,14
25,48000,Hipotecada,6,Educacao,B,24250,10.25,0,0.51,N,3
40,75000,Alugada,3,Educacao,A,6500,7.9,0,0.09,N,15
23,28000,Alugada,5,Pessoal,B,6000,9.63,0,0.21,N,4
22,22000,Hipotecada,3,Empreendimento,A,6500,NULL,0,0.3,N,4
35,60000,Alugada,3,"Melhoria do lar",A,8000,5.79,0,0.13,N,10
36,39520,Propria,14,Empreendimento,A,5000,5.79,0,0.13,N,16
26,210000,Propria,10,Pessoal,B,22000,11.83,0,0.1,N,4
30,118000,Hipotecada,0,Pessoal,C,5000,13.92,0,0.04,Y,9
23,71500,Alugada,3,"Pagamento de Débitos",D,30000,NULL,1,0.42,N,4
29,83300,Hipotecada,5,Medico,E,5000,16.95,1,0.05,Y,6
22,51480,Hipotecada,4,Pessoal,B,3000,11.83,0,0.06,N,2
28,78000,Hipotecada,7,"Melhoria do lar",B,10000,9.91,0,0.13,N,5
NULL,NULL,Hipotecada,6,Empreendimento,A,10000,13.85,1,0.08,Y,5
29,37920,Alugada,2,Medico,C,12000,13.48,1,0.32,N,8
21,26124,Alugada,3,Educacao,D,8875,15.62,1,0.34,Y,3
24,122000,Alugada,4,Educacao,B,15000,11.58,0,0.12,N,3
28,48000,Propria,1,"Melhoria do lar",D,12000,14.54,0,0.25,N,10
36,80000,Hipotecada,9,Educacao,C,6000,NULL,0,0.07,N,11
24,68000,Hipotecada,7,Educacao,A,5000,11.86,NULL,NULL,N,10
30,232050,Hipotecada,14,Medico,E,25000,17.93,1,0.09,Y,9
31,57000,Alugada,2,Educacao,B,7500,12.53,0,0.13,N,9
25,48000,Alugada,3,Medico,C,9000,13.79,0,0.19,Y,2
27,65000,Hipotecada,5,Empreendimento,B,10000,12.42,0,0.15,N,6
28,48000,Hipotecada,NULL,"Pagamento de Débitos",C,5000,14.65,0,0.1,Y,7
44,70000,Alugada,15,"Pagamento de Débitos",A,6000,5.79,0,0.09,N,16
23,43000,Alugada,1,Educacao,B,10000,9.25,0,0.23,N,3
25,NULL,Hipotecada,NULL,"Pagamento de Débitos",B,1500,7.29,0,0.05,N,3
25,24000,Alugada,3,Educacao,A,5000,6.92,0,0.21,N,4
25,30576,Hipotecada,5,"Pagamento de Débitos",A,10000,6.03,0,0.33,N,4
25,78600,Alugada,0,Medico,C,8400,13.48,0,0.11,N,4
21,45000,Alugada,3,Pessoal,A,3200,6.54,0,0.07,N,4
26,40000,Alugada,3,Empreendimento,C,9600,14.27,0,0.24,N,4
40,44000,Alugada,0,Pessoal,A,6000,NULL,1,0.14,N,12
22,39300,Hipotecada,6,Medico,B,7000,9.62,0,0.18,N,4
26,41000,Alugada,8,"Pagamento de Débitos",B,3000,12.42,0,0.07,N,3
22,25062,Propria,4,"Pagamento de Débitos",D,4000,16.49,0,0.16,Y,2
25,188000,Hipotecada,9,"Melhoria do lar",D,25000,13.24,1,0.13,Y,4
22,24000,Propria,1,Empreendimento,A,8000,7.51,0,0.33,N,3
41,69000,Alugada,15,"Pagamento de Débitos",D,4000,16.29,1,0.06,N,13
24,78000,Hipotecada,8,"Pagamento de Débitos",A,3600,5.42,0,0.05,N,4
22,69077,Hipotecada,2,Pessoal,A,10000,7.51,0,0.14,N,3
27,57996,Alugada,8,"Pagamento de Débitos",C,13000,13.92,0,0.22,Y,7
29,70000,Alugada,2,Empreendimento,A,6125,7.49,0,0.09,N,8
27,89904,Alugada,1,Educacao,B,10000,10,0,0.11,N,5
32,45000,Hipotecada,3,"Pagamento de Débitos",A,5000,5.79,0,0.11,N,5
29,77800,Alugada,2,"Melhoria do lar",B,9000,12.42,0,0.12,N,6
33,15500,Alugada,1,Medico,A,3000,7.51,1,0.19,N,5
33,50500,Hipotecada,2,Medico,D,4000,NULL,1,0.08,Y,8
26,65000,Hipotecada,NULL,Educacao,B,6000,11.36,0,0.09,N,4
23,95000,Alugada,6,"Pagamento de Débitos",B,12000,11.71,0,0.13,N,3
22,61000,Alugada,3,Medico,B,5000,9.99,0,0.08,N,2
24,40000,Alugada,8,Medico,C,4500,12.84,0,0.11,N,3
21,45000,Alugada,2,Educacao,A,7000,7.51,0,0.16,N,4
25,62900,Hipotecada,9,Medico,D,8825,15.7,1,0.12,Y,3
22,40000,Alugada,6,Educacao,D,7200,17.58,0,0.18,Y,2
27,59000,Hipotecada,11,"Melhoria do lar",C,16000,13.98,0,0.27,N,10
27,25000,Alugada,4,Pessoal,D,8000,14.84,1,0.32,Y,7
22,48000,Hipotecada,4,Medico,B,15000,9.88,0,0.31,N,2
22,29000,Alugada,2,Educacao,B,10500,9.99,1,0.36,N,3
29,42996,Alugada,5,Empreendimento,C,6000,15.96,1,0.14,N,9
22,48609,Alugada,6,"Pagamento de Débitos",A,12000,7.49,0,0.25,N,3
27,38400,Alugada,2,Medico,A,7000,7.51,0,0.18,N,6
35,39000,Alugada,8,Medico,B,5000,9.99,1,0.13,N,6
36,46000,Alugada,2,"Pagamento de Débitos",C,10000,12.53,0,0.22,N,14
27,70000,Alugada,2,Educacao,B,10000,10.99,0,0.14,N,6
24,50000,Hipotecada,7,Empreendimento,B,7500,11.71,0,0.15,N,4
22,17280,Alugada,0,Educacao,D,3500,NULL,1,0.2,Y,4
23,54000,Alugada,1,Educacao,D,10000,14.42,1,0.19,N,3
24,112140,Alugada,8,Medico,A,21600,7.9,0,0.19,N,2
23,120000,Alugada,1,Pessoal,B,7000,10.75,0,0.06,N,2
24,48000,Propria,2,Educacao,C,15000,13.06,0,0.31,N,4
27,68000,Alugada,0,"Pagamento de Débitos",A,6500,7.51,0,0.1,N,7
24,75000,Propria,8,"Melhoria do lar",B,29800,NULL,0,0.4,N,4
27,83300,Hipotecada,3,Medico,D,12000,15.21,1,0.12,N,6
27,86000,Alugada,7,"Pagamento de Débitos",A,15000,6.91,0,0.17,N,5
22,60000,Alugada,0,Empreendimento,A,5500,7.88,0,0.09,N,3
25,80004,Alugada,9,Empreendimento,C,20000,14.26,0,0.25,N,2
23,80000,Alugada,3,"Pagamento de Débitos",A,7200,8.9,0,0.09,N,2
28,150000,Hipotecada,5,"Melhoria do lar",A,15000,7.88,0,0.1,N,6
31,40000,Propria,2,Educacao,B,2200,NULL,0,0.06,N,7
23,65000,Alugada,6,"Pagamento de Débitos",C,8500,13.35,0,0.13,Y,2
31,25000,Propria,0,"Pagamento de Débitos",D,2400,14.42,0,0.1,Y,8
22,45000,Alugada,3,Medico,A,5800,7.88,0,0.13,N,3
24,9600,Alugada,3,Educacao,C,1300,12.73,1,0.14,N,2
37,6000,Propria,3,Empreendimento,A,1300,6.03,1,0.22,N,11
30,48996,Alugada,1,"Melhoria do lar",E,10000,15.45,1,0.2,N,8
32,79000,Hipotecada,0,"Melhoria do lar",A,7800,NULL,0,0.1,N,8
29,87000,Hipotecada,6,Empreendimento,A,4800,8.94,0,0.06,N,5
23,45000,Alugada,7,Educacao,B,9000,10.65,0,0.2,N,2
29,42000,Hipotecada,6,Educacao,A,5500,7.66,1,0.13,N,10
33,100000,Hipotecada,16,Medico,B,6000,8.94,NULL,NULL,N,12
32,106000,Hipotecada,12,"Melhoria do lar",A,12000,5.79,0,0.11,N,8
29,60000,Alugada,0,"Melhoria do lar",A,4000,7.88,0,0.07,N,6
24,25800,Alugada,0,Medico,A,6000,7.14,0,0.23,N,4
23,49400,Alugada,0,Educacao,A,20000,6.54,1,0.4,N,4
23,69996,Alugada,7,Educacao,B,15000,11.89,0,0.21,N,4
22,60000,Hipotecada,3,"Pagamento de Débitos",A,15000,7.49,0,0.25,N,4
31,85000,Alugada,5,Educacao,C,16000,11.34,0,0.19,Y,8
24,64000,Hipotecada,8,Educacao,A,5000,7.88,1,0.08,N,4
25,80000,Hipotecada,0,Empreendimento,A,12000,6.91,0,0.15,N,2
22,84000,Hipotecada,3,Educacao,A,8000,7.88,0,0.1,N,4
24,36000,Alugada,8,Empreendimento,B,8000,11.48,0,0.22,N,4
26,60000,Alugada,5,Empreendimento,C,3000,15.62,0,0.05,N,2
22,36000,Alugada,NULL,Pessoal,A,10000,6.03,0,0.28,N,3
32,120000,Hipotecada,16,Empreendimento,B,5600,10.75,0,0.05,N,8
28,60000,Alugada,3,Educacao,B,3600,9.63,0,0.06,N,5
41,50000,Alugada,0,Pessoal,B,6000,8.88,0,0.12,N,17
22,50000,Alugada,0,Educacao,A,9200,6.92,0,0.18,N,4
37,117000,Alugada,10,Educacao,A,10000,7.66,0,0.09,N,11
44,42000,Hipotecada,4,Medico,A,13200,6.17,0,0.31,N,14
25,19200,Alugada,0,Pessoal,C,1825,12.68,0,0.1,Y,2
24,57000,Hipotecada,0,Medico,B,2400,12.69,0,0.04,N,4
25,58020,Alugada,9,Pessoal,A,2000,6.91,0,0.03,N,4
23,NULL,Alugada,0,Medico,A,12000,15.68,0,NULL,Y,3
22,24900,Hipotecada,1,Medico,C,5500,13.16,1,0.22,N,2
23,48000,Alugada,7,"Pagamento de Débitos",C,3500,13.98,0,0.07,N,4
26,93492,Alugada,0,"Pagamento de Débitos",B,20000,9.45,0,0.21,N,4
29,45000,Hipotecada,7,Pessoal,A,4000,6.17,0,0.09,N,9
24,56000,Hipotecada,3,Educacao,A,15000,8.49,0,0.27,N,2
30,32004,Alugada,1,Pessoal,B,24250,11.12,1,0.76,N,5
43,33500,Alugada,4,Pessoal,C,6225,14.79,0,0.19,N,17
22,24744,Propria,5,Empreendimento,B,5000,11.89,0,0.2,N,2
36,46000,Hipotecada,3,Empreendimento,A,8000,5.42,0,0.17,N,15
31,80000,Alugada,1,Medico,B,9600,9.91,0,0.12,N,7
23,50400,Hipotecada,7,Empreendimento,B,2500,10.99,0,0.05,N,2
25,50000,Hipotecada,9,"Pagamento de Débitos",A,18000,7.88,0,0.36,N,4
29,24960,Alugada,13,Empreendimento,A,4000,5.42,0,0.16,N,6
27,69996,Alugada,3,"Melhoria do lar",D,10800,14.91,0,0.15,N,6
27,36000,Alugada,2,Medico,B,2000,11.99,0,0.06,N,8
24,50000,Alugada,2,Empreendimento,B,15000,11.36,0,0.3,N,2
29,120000,Hipotecada,3,Educacao,B,20000,11.71,0,0.17,N,5
37,80000,Hipotecada,8,"Pagamento de Débitos",A,13000,6.62,0,0.16,N,16
25,46000,,9,Pessoal,A,35000,13.99,NULL,0.48,N,4
23,36000,Propria,1,Medico,C,14600,12.61,0,0.41,Y,2
21,24000,Hipotecada,0,Empreendimento,A,3000,7.9,0,0.13,N,4
23,44000,Propria,7,Empreendimento,A,6400,7.51,0,0.15,N,3
23,51000,Hipotecada,7,Empreendimento,,5000,11.12,NULL,0.07,N,3
22,70000,Hipotecada,1,"Pagamento de Débitos",A,4500,5.42,0,0.06,N,2
34,128000,Hipotecada,2,"Pagamento de Débitos",D,3000,NULL,1,0.02,N,10
33,62000,Alugada,1,Pessoal,A,3000,6.99,0,0.05,N,9
36,45344,Hipotecada,11,Educacao,A,16750,7.88,0,0.37,N,13
24,54000,Alugada,5,Pessoal,A,2400,8,0,0.04,N,3
26,116004,Hipotecada,11,Empreendimento,B,20000,12.21,0,0.17,N,2
30,52000,Hipotecada,4,Educacao,C,4200,NULL,0,0.08,Y,6
29,55000,Hipotecada,13,Medico,C,8000,13.72,0,0.15,N,9
28,100000,Hipotecada,0,Educacao,A,3950,NULL,0,0.04,N,5
28,215662,Hipotecada,12,Empreendimento,B,21000,11.99,0,0.1,N,7
42,48000,Propria,0,Educacao,C,3500,14.35,0,0.07,Y,17
24,35000,Alugada,4,Medico,B,5000,11.71,0,0.14,N,3
27,45000,Propria,9,Pessoal,A,5400,NULL,1,NULL,Y,3
24,102000,Alugada,8,Educacao,C,18000,12.53,0,0.18,Y,3
22,20400,Alugada,NULL,Pessoal,B,5000,12.42,0,0.25,N,2
42,35000,Propria,12,Pessoal,A,2000,7.37,0,0.06,N,14
NULL,80000,Hipotecada,13,Educacao,A,NULL,NULL,0,0.28,N,3
27,124100,Alugada,3,Medico,C,10175,12.99,1,0.07,N,6
26,60000,Hipotecada,10,Medico,A,12500,6.92,0,0.21,N,3
33,87000,Hipotecada,17,Empreendimento,E,9000,17.93,0,0.1,Y,7
42,78000,Hipotecada,NULL,"Pagamento de Débitos",A,7000,5.42,1,0.09,N,15
28,45136,Hipotecada,13,Educacao,B,10175,12.69,0,0.23,N,9
28,80000,Hipotecada,12,"Pagamento de Débitos",B,12000,12.18,0,0.15,N,5
36,40000,Propria,4,Empreendimento,B,14000,10.99,0,0.35,N,16
27,75000,Alugada,1,"Melhoria do lar",B,20000,NULL,0,0.27,N,6
22,45000,Propria,7,Educacao,A,6000,6.76,0,0.13,N,2
27,130000,Alugada,11,Educacao,C,12000,15.23,0,0.09,Y,10
30,88800,Hipotecada,14,Educacao,A,7000,6.62,0,0.08,N,6
26,48000,Alugada,2,Educacao,B,25000,9.64,1,0.52,N,4
23,42000,Alugada,4,Pessoal,A,10000,5.42,0,0.24,N,3
26,100000,Hipotecada,11,"Melhoria do lar",A,2000,5.42,0,0.02,N,2
30,36000,Hipotecada,7,Medico,B,15000,11.83,0,0.42,N,5
22,48000,Hipotecada,6,Educacao,A,15000,NULL,0,0.31,N,4
23,45204,Hipotecada,0,Educacao,B,4750,12.21,0,0.11,N,4
38,35000,Alugada,5,Empreendimento,D,5000,15.37,0,0.14,Y,14
27,30548,Alugada,0,Pessoal,A,14000,7.88,1,0.46,N,5
25,45000,Hipotecada,3,"Pagamento de Débitos",A,4000,8.59,0,0.09,N,3
30,80004,Alugada,2,"Pagamento de Débitos",B,10000,12.21,1,0.12,N,6
30,60000,Alugada,8,Medico,A,5000,NULL,0,0.08,N,8
30,49641,Hipotecada,9,Pessoal,C,8400,13.11,0,0.17,Y,6
28,77544,Hipotecada,2,Pessoal,E,15000,16.63,0,0.19,Y,5
24,65000,Alugada,2,"Melhoria do lar",B,11400,11.89,0,0.18,N,3
36,31000,Alugada,3,Empreendimento,A,7100,8.9,0,0.23,N,12
33,45600,Alugada,0,"Pagamento de Débitos",A,11200,5.79,0,0.25,N,8
29,72000,Alugada,13,"Pagamento de Débitos",C,15900,13.04,0,0.22,N,10
48,50016,Outros,NULL,Medico,B,25000,18.43,1,0.52,,2
34,87600,Hipotecada,15,Educacao,A,15000,8.49,0,0.17,N,6
28,36000,Hipotecada,12,Medico,C,1925,15.23,0,0.05,Y,8
25,62165,Alugada,2,Medico,D,10800,15.65,1,0.15,Y,4
25,35392,Alugada,9,Educacao,A,6000,7.4,0,0.17,N,3
28,108041,Hipotecada,6,Educacao,C,5600,13.98,0,0.05,Y,7
30,39996,Hipotecada,2,Pessoal,B,10000,10.75,0,0.25,N,8
